"","emd","구분","대여소번호","대여소명","대여소.주소","거치대수","lat","lon","population","school","subway","culture","travel","han_river"
"334","독산1동","금천구","1826","한신코아 앞","서울특별시 금천구 한내로 62독산동 1092 (도로다이어트 사업으로 보도 확장예정)",20,37.456841,126.888344,"33314",1,0,4,2,7403.80539650752
"335","독산1동","금천구","1846","롯데캐슬골드파크1차 동문","서울특별시 금천구 독산동 441-19 롯데캐슬골드파크1차 동문",15,37.460171,126.896042,"33314",1,0,4,2,6819.29965809595
"336","독산3동","금천구","1856","모두의학교","서울특별시 금천구 남부순환로128길 42모두의학교",10,37.478409,126.907372,"32078",0,0,4,2,4588.03741041674
"337","독산3동","금천구","1843","독산고등학교","서울특별시 독산동 906-42독산고등학교",10,37.477097,126.911133,"32078",5,0,3,1,4646.92085419021
"338","독산4동","금천구","1836","금천구립 독산도서관","서울특별시 금천구 독산로54길 114독산동 375-2",7,37.467403,126.908142,"19521",1,0,2,3,5756.34499796553
"339","돈암1동","성북구","1353","금호어울림센터힐 내","서울특별시 성북구 동소문로34길 73금호어울림센터힐 내",8,37.60083,127.023552,"16377",0,0,7,2,6284.7104409764
"340","돈암2동","성북구","1344","아리랑시네센터 앞","서울특별시 성북구 아리랑로 82아리랑시네센터 앞",10,37.600288,127.013702,"22595",1,0,11,2,6323.15617700093
"341","동선동","성북구","1368","성신여대입구 교차로","서울특별시 성북구 보문로34길 87성신여대입구 교차로",10,37.59148,127.020103,"17068",1,0,18,3,5270.00412231933
"342","동선동","성북구","1337","돈암성당 옆","서울특별시 성북구 인촌로7길 120돈암성당 옆",10,37.590382,127.017136,"17068",0,0,24,2,5184.68977195648
"343","동화동","중구","374","청구역 2번출구 앞","서울특별시 중구 청구로 지하77청구역2번출구 앞",10,37.560474,127.014076,"11055",3,2,28,8,2105.33208119769
"344","둔촌1동","강동구","1018","둔촌 주공 GS 맞은편","서울특별시 강동구 양재대로 1330둔촌동 541-6",20,37.524681,127.135406,"18103",1,0,4,2,2375.73755479058
"345","둔촌2동","강동구","1048","동부기업(둔촌동)","서울특별시 강동구 진황도로 172동부기업",10,37.531013,127.142365,"27845",2,0,3,4,2470.64748951691
"346","둔촌2동","강동구","1027","프라자 아파트 앞","서울특별시 길동 176-3프라자 아파트 앞",20,37.535999,127.147697,"27845",0,0,1,9,2565.98201379782
"347","등촌1동","강서구","1115","등촌역 1번출구옆","서울특별시 강서구 공항대로59길 8강서구 등촌동 666-90",10,37.551666,126.86409,"21841",1,1,2,3,1058.15488839489
"348","등촌1동","강서구","1175","대한항공 인력개발센터","서울특별시 강서구 공항대로 453대한항공 인력개발센터",15,37.554379,126.857536,"21841",1,0,4,2,1611.06375980513
"349","등촌1동","강서구","1173","강서구청사거리(SH타워)","서울특별시 강서구 공항대로 411강서구청사거리(SH타워)",15,37.556259,126.853317,"21841",1,0,6,3,1454.85566546356
"350","등촌1동","강서구","1118","증미역 3번출구뒤(등촌두산위브센티움오피스텔)","서울특별시 강서구 양천로 지하 560강서구 등촌동 666-40",10,37.557461,126.861458,"21841",0,1,2,2,1317.44793905346
"351","등촌2동","강서구","1136","등촌2파출소","서울특별시 강서구 등촌로 167강서구 등촌동 608-6",10,37.544788,126.862,"20785",1,0,1,5,1575.72755480072
"352","등촌2동","강서구","1135","강서구의회","서울특별시 강서구 등촌로 185강서구 등촌동 608-4",10,37.546532,126.862549,"20785",1,0,1,5,1419.83249768557
"353","등촌2동","강서구","1139","용문사 버스정류장","서울특별시 강서구 등촌로 95강서구 등촌동 579",8,37.536991,126.863365,"20785",3,0,1,4,2167.45495183821
"354","등촌2동","강서구","1137","등촌2동주민센터","서울특별시 강서구 등촌로 143강서구 등촌동 577",10,37.541431,126.86322,"20785",1,0,1,6,1766.77718707612
"355","등촌2동","강서구","1132","등촌역 7번출구","서울특별시 강서구 공항대로 지하 529강서구 등촌동 505-3",10,37.551109,126.863708,"20785",0,1,1,3,1106.14966495283
"356","등촌3동","강서구","1166","강서구립등빛도서관","서울특별시 강서구 강서로62길 48강서구립등빛도서관",10,37.562569,126.842461,"34325",3,0,7,3,1126.86716504587
"357","등촌3동","강서구","1117","스타벅스앞","서울특별시 강서구 공항대로 329강서구 등촌동 675-7",10,37.558197,126.844261,"34325",2,0,7,4,1411.43885101496
"358","등촌3동","강서구","1185","등촌9단지","서울특별시 강서구 화곡로63가길 92등촌9단지",10,37.562901,126.849472,"34325",2,0,7,3,745.45903356557
"359","등촌3동","강서구","1158","가양역 8번출구","서울특별시 강서구 양천로 지하 485가양역 8번출구",20,37.561035,126.854813,"34325",4,1,7,2,951.267852400206
"360","등촌3동","강서구","1174","강서구청사거리(부민병원)","서울특별시 강서구 공항대로 395강서구청사거리(부민병원)",9,37.556599,126.851471,"34325",2,0,6,3,1413.26697708833
"361","마장동","성동구","550","서울시설공단 앞","서울특별시 성동구 마장동 610 서울시설공단 앞",15,37.57164,127.03566,"24023",0,0,3,7,3130.53546218992
"362","마장동","성동구","583","청계천 생태교실 앞","서울특별시 성동구 마장로39길 51청계천 생태교실 앞",20,37.56797,127.04689,"24023",0,0,0,6,3168.71701673062
"363","마장동","성동구","586","마장동 주민센터","서울특별시 성동구 마장로42길 14마장동 주민센터",10,37.565941,127.045395,"24023",0,0,2,8,2907.8190552477
"364","마장동","성동구","579","마장역 4번출구","서울특별시 성동구 마장로 292-1마장역 4번출구",8,37.565205,127.041847,"24023",0,1,10,7,2671.11362937269
"365","마장동","성동구","518","청계천 박물관 앞","서울특별시 성동구 마장동 610청계천 박물관 앞",20,37.571526,127.035355,"24023",1,0,3,7,3111.54526919415
"366","마천1동","송파구","1279","마천금호어울림 1차아파트 건너편","서울특별시 송파구 성내천로39길 4마천금호어울림 1차아파트 건너편",10,37.497517,127.154678,"21909",0,0,2,2,5344.27250379153
"367","마천1동","송파구","1280","송파파크데일 2단지입구 앞 주차장","서울특별시 송파구 성내천로47길 23송파파크데일 2단지입구 앞 주차장",20,37.495659,127.157173,"21909",0,0,0,2,5646.10121374776
"368","마천2동","송파구","1207","마천CU우방점 앞","서울특별시 송파구 성내천로 233송파구 마천동 200-58",10,37.499756,127.152504,"20588",1,0,2,3,5037.19808646996
"369","망우3동","중랑구","1456","상아빌딩(우림시장 교차로)","서울특별시 중랑구 용마산로 494상아빌딩(우림시장 교차로)",10,37.595112,127.100327,"17860",1,0,3,1,4326.66027582238
"370","망우본동","중랑구","1402","금란주차장 앞","서울특별시 중랑구 망우로 448금란주차장 앞",10,37.600071,127.102333,"32161",1,0,3,1,4673.71495434031
"371","망우본동","중랑구","1406","망우청소년수련관","서울특별시 중랑구 송림길 156망우청소년수련관",10,37.606251,127.108269,"32161",5,1,2,3,5024.20952825507
"372","망우본동","중랑구","1458","상봉터미널2","서울특별시 중랑구 용마산로115길 127용마산로115길 127",9,37.59734,127.093086,"32161",0,0,3,0,4924.66879344742
"373","망우본동","중랑구","1421","신내역 4번출구","서울특별시 중랑구 신내로 지하 232신내역 4번출구",20,37.612461,127.103378,"32161",0,1,1,0,5832.6290426976
"374","망우본동","중랑구","1443","구립망우청소년독서실","서울특별시 중랑구 망우동 534-23 구립망우청소년독서실",10,37.59552,127.098778,"32161",0,0,3,0,4447.25676401029
"375","망우본동","중랑구","1424","양원역 2번출구","서울특별시 중랑구 송림길 147양원역 2번출구",10,37.606312,127.107742,"32161",6,1,2,3,5049.62211764999
"376","망우본동","중랑구","1453","중랑캠핑숲","서울특별시 중랑구 송림길 172중랑캠핑숲",9,37.604603,127.109253,"32161",2,0,2,4,4821.30435100462
"377","망원1동","마포구","103","망원역 2번출구 앞","서울특별시 마포구 월드컵로 79378-18",14,37.554951,126.910835,"21536",1,1,50,7,893.634530968309
"378","망원1동","마포구","182","망원2빗물펌프장 앞","서울특별시?마포구?동교로?7망원2빗물펌프장 앞",10,37.551567,126.902847,"21536",0,0,16,9,96.1703102730059
"379","망원1동","마포구","181","망원초록길 입구","서울특별시 마포구 마포나루길 467망원초록길 입구",15,37.551342,126.902672,"21536",0,0,16,9,76.9018927582866
"380","망원1동","마포구","151","망원1동주민센터","서울특별시 마포구 망원동 403-2망원1동주민센터",10,37.555687,126.905548,"21536",0,0,17,5,587.476842080392
"381","망원2동","마포구","154","마포구청역","서울특별시 마포구 망원동 477-23마포구청역 ",13,37.560909,126.905495,"19986",0,0,6,8,981.468796087058
"382","망원2동","마포구","152","마포구민체육센터 앞","서울특별시 마포구 망원동 452-4마포구민체육센터 앞",30,37.55661,126.898018,"19986",0,0,2,9,272.349352419913
"383","면목2동","중랑구","1452","겸재교 진입부","서울특별시 중랑구 겸재로 68겸재교진입부",15,37.585655,127.07505,"26454",0,0,1,3,5327.72462266186
"384","면목2동","중랑구","1446","중랑전화국 교차로","서울특별시 중랑구 면목동 282-8중랑전화국 교차로",10,37.591301,127.08033,"26454",1,0,1,1,5300.60441097627
"385","면목4동","중랑구","1427","용마산역 1번출구","서울특별시 중랑구 용마산로 지하 227중랑구 면목동 1381",10,37.574299,127.086914,"21382",1,1,3,4,3712.8862204475
"386","면목4동","중랑구","1444","면목4치안센터","서울특별시 면목동 646-4면목4치안센터",10,37.574028,127.080544,"21382",1,0,5,3,4007.8522789145
"387","면목4동","중랑구","1426","면목도시개발아파트 1동 앞","서울특별시 중랑구 용마산로 지하 227면목도시개발아파트 1동 앞",15,37.573589,127.086823,"21382",1,1,3,4,3649.62372655973
"388","면목5동","중랑구","1434","홈플러스 면목동점","서울특별시 중랑구 사가정로 332홈플러스 면목동점",15,37.579868,127.082367,"11375",0,0,3,3,4444.42259942633
"389","면목5동","중랑구","1437","늘푸른공원 앞","서울특별시 중랑구 동일로 594늘푸른공원 앞",15,37.58342,127.079926,"11375",0,0,0,3,4831.07526407373
"390","면목5동","중랑구","1440","하나은행 면목지점","서울특별시 중랑구 동일로 628하나은행",10,37.586372,127.08007,"11375",0,0,1,1,5002.59458092325
"391","면목5동","중랑구","1445","용마지구대","서울특별시 면목동 197-5용마지구대",10,37.579941,127.079399,"11375",0,0,3,3,4599.40758646178
"392","면목7동","중랑구","1410","면목 대원칸타빌아파트","서울특별시 중랑구 용마산로 285581 번지",10,37.577782,127.090187,"23191",1,0,3,2,3731.17611398587
"393","면목7동","중랑구","1459","용마한신아파트사거리","서울특별시 중랑구 용마산로 313용마한신아파트사거리",10,37.580349,127.092651,"23191",0,0,1,1,3710.49722693682
"394","면목본동","중랑구","1457","동원사거리","서울특별시 중랑구 겸재로 229동원사거리",10,37.58976,127.093239,"35279",0,0,2,1,4307.85430192961
"395","면목본동","중랑구","1447","면목역 3번출구","서울특별시 면목동 120-2면목역 3번출구",15,37.588902,127.08728,"35279",1,1,0,1,4649.02852971461
"396","면목본동","중랑구","1411","상봉시장앞 교차로 한성빌딩 앞","서울특별시 중랑구 면목로 456중랑구 면목동 282-4",10,37.592541,127.086739,"35279",1,0,2,1,4941.8046562997
"397","면목본동","중랑구","1412","면목초등학교","서울특별시 중랑구 면목로 434면목초등학교",10,37.590961,127.087067,"35279",1,0,2,1,4806.28448604902
"398","면목제3.8동","중랑구","1414","사가정역 1번출구","서울특별시 중랑구 사가정로 지하 393중랑구 면목동 495",10,37.581646,127.088432,"27800",0,1,3,1,4096.55361562598
"399","면목제3.8동","중랑구","1425","용마문화복지센터","서울특별시 중랑구 용마산로86길 9-27용마문화복지센터",10,37.58746,127.09597,"27800",0,0,0,1,3957.25626644622
"400","명동","중구","310","청계광장 옆","서울특별시 중구 세종대로 136청계광장 옆",10,37.568878,126.97747,"3328",1,0,192,38,4635.54332078162
"401","명동","중구","318","광교사거리 남측","서울특별시 중구 청계천로 30광교사거리 남측",10,37.568527,126.982552,"3328",0,1,188,44,4498.27449853225
"402","명동","중구","322","명동성당 앞","서울특별시 중구 명동길 74명동성당 앞",15,37.564476,126.986969,"3328",1,0,109,29,3905.80874852418
"403","명동","중구","332","을지로2가 사거리 남측","서울특별시 중구 을지로 100을지로2가 사거리 남측",5,37.56599,126.987793,"3328",1,0,142,35,3969.64402282826
"404","명동","중구","321","KEB 하나금융그룹 명동사옥 옆","서울특별시 중구 을지로 66한국외환은행 본점 앞",15,37.565464,126.984138,"3328",0,1,145,37,4165.31235227612
"405","명동","중구","311","서울광장 옆","서울특별시 중구 세종대로 지하 101서울시청 앞",35,37.566612,126.97747,"3328",0,1,153,29,4456.5030325167
"406","명동","중구","330","청계천 한빛광장","서울특별시 중구 남대문로10길 33삼각동 118",10,37.568165,126.984978,"3328",0,0,185,42,4316.49025354913
"407","명동","중구","320","을지로입구역 4번출구 앞","서울특별시 중구 을지로 55명동금융센터 앞",20,37.566223,126.983589,"3328",0,1,179,38,4257.54671482519
"408","명일1동","강동구","1014","강동구평생학습관앞","서울특별시 강동구 고덕로 295명일동 320-2",15,37.5508,127.142624,"22392",2,1,3,3,1733.94055917384
"409","명일1동","강동구","1015","샛마을 근린공원","서울특별시 강동구 구천면로 431-2샛마을 근린공원",13,37.550079,127.146912,"22392",0,0,7,5,2108.5636243654
"410","명일2동","강동구","1036","고덕동 주양쇼핑","서울특별시 명일동 48-2고덕동 주양쇼핑",10,37.551998,127.153297,"17543",1,0,4,4,1995.56416163627
"411","명일2동","강동구","1035","고덕역 4번출구","서울특별시 명일동 46-5고덕역 4번출구",20,37.555016,127.155273,"17543",0,1,4,4,1652.25153224106
"412","명일2동","강동구","1026","대명초교 입구 교차로","서울특별시 명일동 59대명초교 입구 교차로",14,37.546631,127.155884,"17543",2,0,4,7,2586.29342574538
"413","목1동","양천구","703","오목교역 7번출구 앞","서울특별시 양천구 목동 451오목교역 7번출구 앞",12,37.524063,126.87558,"31336",0,1,12,0,2757.79916732325
"414","목1동","양천구","756","목동주차장","서울특별시 양천구 목동동로 298목동주차장",10,37.52668,126.876167,"31336",1,0,11,0,2484.03592700088
"415","목1동","양천구","731","서울시 도로환경관리센터","서울특별시 양천구 목동동로 316-6서울시 도로환경관리센터",10,37.5299,126.876541,"31336",0,0,10,3,2174.10035301034
"416","목1동","양천구","723","SBS방송국","서울특별시 양천구 목동서로161SBS방송국",15,37.529163,126.872749,"31336",2,0,10,4,2454.67484425835
"417","목1동","양천구","764","목동청소년수련관","서울특별시 양천구 목동동로 323목동자전거무료대여소",30,37.531029,126.875893,"31336",0,0,10,4,2114.19482306292
"418","목2동","양천구","700","KB국민은행 염창역 지점 앞","서울특별시 양천구 목동 559KB국민은행 염창역 지점 앞",20,37.546848,126.872772,"30073",0,1,4,3,817.191490916592
"419","목3동","양천구","752","성원2차 아파트","서울특별시 양천구 목동중앙남로 100성원2차 아파트",10,37.542183,126.863304,"21113",1,0,1,5,1697.57010100527
"420","목3동","양천구","742","등촌역 5번 출구 뒤","서울특별시 양천구 등촌로 236등촌역 5번 출구 뒤",10,37.550732,126.864578,"21113",0,1,1,3,1045.34292970853
"421","목4동","양천구","719","홍익병원앞 교차로","서울특별시 양천구 등촌로 2홍익병원앞 교차로",10,37.530369,126.864258,"26843",0,0,9,4,2798.61264167007
"422","목4동","양천구","726","목동3단지 시내버스정류장","서울특별시 양천구 목동중앙로 49 목동3단지 시내버스정류장",15,37.534389,126.869598,"26843",1,0,8,5,2227.68549107034
"423","목4동","양천구","702","목4동주민센터 옆","서울특별시 양천구 목동 904-3목4동주민센터 옆",16,37.532543,126.868729,"26843",0,0,9,4,2445.82530563213
"424","목4동","양천구","701","목동사거리 부근","서울특별시 양천구 목동 813목동사거리 부근",8,37.532803,126.86393,"26843",0,0,6,5,2559.75614830903
"425","목5동","양천구","749","이대 목동병원 앞","서울특별시 양천구 안양천로 1071이대 목동병원 앞",10,37.537228,126.886612,"41794",3,0,4,3,1002.48233973989
"426","목5동","양천구","755","목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆)","서울특별시 양천구 목동서로 38목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆)",10,37.537868,126.881409,"41794",2,0,4,6,1229.29586641174
"427","목5동","양천구","735","영도초등학교","서울특별시 양천구 목동중앙로 70 영도초등학교",10,37.53643,126.871521,"41794",3,0,4,5,1968.86200834111
"428","목5동","양천구","747","목동3단지 상가","서울특별시 양천구 목동 903-6목동3단지 상가",10,37.53458,126.875648,"41794",0,0,9,5,1851.58306834027
"429","목5동","양천구","746","목동2단지 상가","서울특별시  양천구 목동 902-5 목동2단지 상가",10,37.536503,126.877747,"41794",0,0,5,5,1570.75937189213
"430","목5동","양천구","744","신목동역 2번 출구","서울특별시 양천구 목동중앙로 212 앞신목동역 2번 출구",10,37.543842,126.882545,"41794",1,1,4,4,757.422088732576
"431","목5동","양천구","754","목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆)","서울특별시 양천구 목동서로 38목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆)",10,37.541142,126.876678,"41794",1,0,5,5,1356.09989564027
"432","묵1동","중랑구","1450","화랑대역 7번출구","서울특별시 노원구 화랑로 지하 510화랑대역 7번출구",10,37.619625,127.085014,"33539",3,1,2,4,7332.25242499431
"433","묵1동","중랑구","1428","원묵고등학교","서울특별시 중랑구 숙선옹주로 66중랑구 묵동 20-3",10,37.616024,127.085968,"33539",3,0,2,5,6954.41302468941
"434","묵1동","중랑구","1413","봉화산역 5번출구 뒤","서울특별시 중랑구 신내로 지하 232봉화산역 5번출구 뒤",10,37.617561,127.090309,"33539",1,1,1,2,6884.97726745621
"435","묵1동","중랑구","1454","한국전력공사(동대문 중랑지사)","서울특별시 중랑구 동일로 862한국전력공사(동대문 중랑지사)",10,37.607349,127.07859,"33539",1,0,0,3,6608.8861531066
"436","묵1동","중랑구","1407","먹골역 1번출구 뒤","서울특별시 중랑구 공릉로 12중랑구 묵동 189-4",10,37.611511,127.077888,"33539",0,1,1,5,6994.56664976967
"437","묵2동","중랑구","1408","먹골역 6번출구 앞","서울특별시 중랑구 동일로 지하 901먹골역 6번출구 앞",10,37.610722,127.077477,"18967",0,1,1,4,6952.44923838195
"438","묵2동","중랑구","1401","극동늘푸른아파트","서울특별시 중랑구 동일로 941중랑구 묵동 189-2",15,37.614738,127.076363,"18967",0,0,2,5,7355.31810746622
"439","문래동","영등포구","263","근로자회관 사거리","서울특별시 영등포구 선유로 34근로자회관 사거리",12,37.517151,126.888626,"30320",1,0,19,2,2441.72975313139
"440","문래동","영등포구","262","영문초등학교 사거리","서울특별시 영등포구 문래로 56영문초등학교 사거리",12,37.519928,126.889183,"30320",1,0,16,3,2282.51584482645
"441","문래동","영등포구","236","문래동자이아파트 앞","서울특별시 영등포구 문래동3가 68-1문래동자이아파트 앞",10,37.516155,126.894615,"30320",1,0,28,4,2029.0310909143
"442","문래동","영등포구","240","문래역 4번출구 앞","서울특별시 영등포구 문래동3가 55-12 문래역 4번출구 앞",10,37.518738,126.895576,"30320",2,1,28,3,1813.05436069769
"443","문래동","영등포구","291","문래동 하이테크 시티","서울특별시 영등포구 경인로 775문래동 하이테크 시티",14,37.513851,126.89888,"30320",1,0,31,4,1823.54418636471
"444","문정1동","송파구","1265","문정동 근린공원","서울특별시 송파구 문정동 38-3문정동 근린공원",10,37.485989,127.124763,"20920",2,0,10,2,4524.33205173849
"445","문정2동","송파구","1244","문정 법조단지8","서울특별시 송파구 법원로 101문정동 619",7,37.481537,127.122124,"17261",0,0,10,3,4862.68298591268
"446","문정2동","송파구","1245","문정 법조단지9","서울특별시 송파구 법원로 101문정동 619",10,37.479465,127.125328,"17261",1,1,9,2,5192.89633191852
"447","문정2동","송파구","1243","문정 법조단지7","서울특별시 송파구 법원로 101문정동 346-2",20,37.484531,127.120163,"17261",0,0,10,2,4490.32336558978
"448","문정2동","송파구","1239","문정 법조단지3","서울특별시 송파구 정의로 30송파구 문정동 396-3",20,37.480843,127.118011,"17261",0,0,9,3,4729.27509541682
"449","문정2동","송파구","1250","문정2동 주민센터","서울특별시 송파구 중대로 16송파구 중대로 16",10,37.490047,127.110748,"17261",1,0,3,0,3520.69216060892
"450","문정2동","송파구","1247","문정 법조단지11","서울특별시 송파구 법원로 101문정동 627",15,37.478821,127.123512,"17261",0,0,9,2,5181.0625958472
"451","문정2동","송파구","1266","문정동 글샘 공원","서울특별시 송파구 문정동 627장지동 글샘 공원",10,37.478809,127.120003,"17261",0,0,10,3,5014.08866455805
"452","문정2동","송파구","1240","문정 법조단지4","서울특별시 송파구 새말로 62송파구 문정동 305-24",10,37.480576,127.118568,"17261",0,0,9,3,4780.15455862577
"453","문정2동","송파구","1257","가락시장역 롯데마트앞","서울특별시 송파구 가락동 214-15 가락시장역 롯데마트앞",20,37.4921,127.117752,"17261",0,2,4,1,3635.29641285324
"454","문정2동","송파구","1241","문정 법조단지5","서울특별시 송파구 새말로 62송파구 문정동 398-5",15,37.481239,127.119797,"17261",0,0,10,3,4775.26940426054
"455","문정2동","송파구","1242","문정 법조단지6","서울특별시 송파구 법원로 101송파구 문정동 361-1",15,37.48209,127.119743,"17261",0,0,10,4,4693.3465580814
"456","문정2동","송파구","1246","문정 법조단지10","서울특별시 송파구 송파대로 지하 82장지동 201-5",30,37.477509,127.126328,"17261",0,1,9,2,5427.45398334223
"457","미성동","관악구","2144","난우길입구","서울특별시 관악구 문성로 115관악구 신림동 산 197-60",15,37.477776,126.916756,"32977",2,0,4,1,4451.06259613398
"458","미성동","관악구","2156","농협 관악문성지점","서울특별시 금천구 남부순환로 1428관악농협 문성지점",12,37.480721,126.909325,"32977",0,0,4,2,4297.07404788144
"459","미성동","관악구","2157","난곡 사거리","서울특별시 관악구 난곡로 317신림동 538",10,37.4818,126.915237,"32977",0,0,5,0,4044.22812484025
"460","미성동","관악구","2105","미성동 신림체육센터","서울특별시 관악구 난곡로 295관악구 신림동 1475-64",12,37.480251,126.914604,"32977",2,0,5,1,4225.17660048833
"461","미아동","강북구","1527","미아역 1번 출구 뒤","서울특별시 강북구 미아동 194-1미아역 1번 출구 뒤",10,37.627335,127.026054,"22889",3,1,2,4,9229.2543054873
"462","미아동","강북구","1525","미아동 복합청사","서울특별시 강북구 솔매로49길 14미아동 195-1",10,37.62714,127.026695,"22889",2,1,2,4,9207.36870423969
"463","미아동","강북구","1529","미아동 한국전력공사","서울특별시 미아동 194-1미아동 한국전력공사",15,37.63018,127.02491,"22889",2,0,3,5,9547.09219614572
"464","미아동","강북구","1501","미아역 3번,4번 출구 사이","서울특별시 강북구 도봉로 196미아역 3,4번 출구 사이",9,37.62608,127.026482,"22889",1,1,1,3,9089.39117991199
"465","반포1동","서초구","2503","반포1동 서초빌딩 앞","서울특별시 서초구 사평대로 349반포1동 서초빌딩 앞",10,37.503811,127.021362,"29099",0,0,27,2,1938.40092001302
"466","반포1동","서초구","2211","서초구립반포도서관 앞","서울특별시 서초구 고무래로 34서초구 반포동 131-1",10,37.502636,127.012314,"29099",1,0,12,1,1496.94837419362
"467","반포1동","서초구","2212","서초현대4차아파트 201동 맞은편","서울특별시 서초구 고무래로 94서초구 반포동 131-3",20,37.500961,127.017929,"29099",2,0,24,2,1936.24841038726
"468","반포1동","서초구","2210","반포1동 주민센터 앞","서울특별시 서초구 사평대로 지하 285서초구 반포동 128-7",15,37.505096,127.013107,"29099",2,0,10,2,1310.19842611686
"469","반포2동","서초구","2214","신반포역 2번출구 앞","서울특별시 서초구 신반포로 지하 105서초구 반포동 128-1",15,37.504116,126.99749,"18124",3,1,14,8,656.437312151153
"470","반포2동","서초구","2215","반포종합운동장 입구","서울특별시 서초구 신반포로16길 30서초구 반포동 15-2",10,37.501713,126.995476,"18124",3,0,19,6,731.788522872906
"471","반포2동","서초구","2509","KT반포지사","서울특별시 서초구 사평대로 73KT반포지사",16,37.498371,126.992462,"18124",0,0,13,4,963.875096238794
"472","반포2동","서초구","2213","고속터미널역 5번출구 앞","서울특별시 서초구 신반포로 지하 188서초구 반포동 117-4",20,37.502232,127.002258,"18124",1,0,12,2,1004.93986801743
"473","반포3동","서초구","2219","고속터미널역 8-1번, 8-2번 출구 사이","서울특별시 서초구 신반포로 지하 188서초구 잠원동 101",20,37.506199,127.003944,"19333",0,1,12,4,732.724106194318
"474","반포3동","서초구","2217","아크로리버뷰 부지 앞","서울특별시 서초구 나루터로4길 60서초구 잠원동 78",20,37.513046,127.005959,"19333",0,0,6,3,233.490756889331
"475","반포4동","서초구","2290","서래마을파리15구공원앞","서울특별시 서초구 동광로39길 93서래마을파리15구공원 앞",10,37.499413,126.999413,"19115",0,0,20,5,1147.30714458008
"476","반포본동","서초구","2220","반포본동 주민센터 앞","서울특별시 서초구 신반포로 10서초구 반포동 752",10,37.500614,126.98616,"11950",0,1,9,4,713.592814894901
"477","발산1동","강서구","1181","농수산식품공사 (강서지사)","서울특별시 강서구 발산로 40농산식품공사 (강서지사)",10,37.551044,126.818497,"39035",0,0,0,1,3411.31629118735
"478","발산1동","강서구","1161","강서면허시험장앞","서울특별시 강서구 남부순환로 171강서면허시험장앞",10,37.549694,126.819664,"39035",0,0,0,1,3462.42560839839
"479","발산1동","강서구","1177","수명중?고교","서울특별시 강서구 수명로1길 16마곡수명산파크4단지아파트 401동 앞",10,37.55011,126.823677,"39035",3,0,0,1,3218.44354989835
"480","발산1동","강서구","1152","마곡역교차로","서울특별시 강서구 마곡동 728-168마곡역7번출구",10,37.558666,126.826614,"39035",0,0,1,0,2300.97417459573
"481","발산1동","강서구","1167","마곡수명산파크3단지 교차로","서울특별시 강서구 수명로 72마곡수명산파크3단지 교차로",15,37.553467,126.825928,"39035",1,0,0,1,2797.35121792151
"482","발산1동","강서구","1180","마곡엠밸리 15단지(1502동) 건너편","서울특별시 강서구 마곡중앙로 36마곡엠밸리 15단지(1502동) 건너편",15,37.557468,126.82972,"39035",0,0,2,0,2241.05519588529
"483","방배1동","서초구","2221","하나은행 방배동지점 앞","서울특별시 서초구 방배로 110서초구 방배동 905-34",15,37.485611,126.994682,"16269",0,0,9,3,2388.45628365678
"484","방배2동","서초구","2284","CJ오쇼핑앞","서울특별시 서초구 과천대로 870-13CJ오쇼핑 앞",10,37.468102,126.986801,"26560",1,0,1,1,4260.33401739169
"485","방배2동","서초구","2222","사당역 12번출구 뒤","서울특별시 동작구 동작대로 지하 3서초구 방배동 495-3",10,37.478069,126.982033,"26560",1,2,9,0,3130.69154813331
"486","방배2동","서초구","2223","방배래미안 정문 앞","서울특별시 서초구 남부순환로 2183서초구 방배동 2577",20,37.47261,126.983009,"26560",0,0,5,1,3739.20416433455
"487","방배2동","서초구","2289","남태령역 2번출구","서울특별시 서초구 과천대로 810남태령역 2번출구",10,37.464298,126.988525,"26560",0,1,0,1,4697.87877417373
"488","방배3동","서초구","2281","연세사랑병원신관앞","서울특별시 서초구 효령로 10연세사랑병원신관 앞",7,37.475979,126.986282,"22823",0,0,5,1,3383.39094465454
"489","방배3동","서초구","2225","백석예술대학교 제3캠퍼스 앞","서울특별시 서초구 방배로9길 23서초구 방배동 504-4",15,37.473759,126.995247,"22823",0,0,2,4,3696.24345066225
"490","방배3동","서초구","2226","신동아럭스빌아파트 앞","서울특별시 서초구 방배로1길 9서초구 방배동 1034-2",15,37.475182,127.001389,"22823",0,0,13,5,3662.86239954116
"491","방배3동","서초구","2282","방배래미안아트힐 101동앞","서울특별시 서초구 남부순환로 2311-12방배래미안아트힐 101동앞",15,37.477203,127.005836,"22823",0,0,44,5,3589.06190644182
"492","방배3동","서초구","2506","LG유플러스 (방배사옥)","서울특별시 서초구 효령로 58LG유플러스 (방배사옥)",10,37.479092,126.990677,"22823",1,0,5,3,3065.26808957927
"493","방배4동","서초구","2229","로고스교회 맞은 편","서울특별시 서초구 방배천로 126서초구 방배동 3151",10,37.487011,126.984962,"24742",3,0,15,3,2149.98777742445
"494","방배4동","서초구","2264","이수역 1번출구","서울특별시 서초구 동작대로 134이수역 1번 출구",9,37.488556,126.982574,"24742",2,1,14,4,1963.68827622656
