"","emd","구분","대여소번호","대여소명","대여소.주소","거치대수","lat","lon","population","school","subway","culture","travel","han_river"
"1","등촌3동","송파구","1253","오금역 3번 출구 뒤","서울특별시  송파구 가락동 10-15 오금역 3번 출구 뒤",10,37.560624,126.854833,"34325",4,1,7,2,995.961353549478
"2","가락2동","송파구","2617","가락삼환아파트 앞","서울특별시 송파구 오금로 지하 402가락삼환아파트 앞",15,37.496181,127.138031,"33563",3,0,2,3,4392.12009544501
"3","가락2동","송파구","1258","가락미륭아파트 앞","서울특별시 서울 송파구 가락동 195-4가락미륭아파트 앞",10,37.493198,127.128998,"33563",0,0,1,2,4067.31815724206
"4","가락2동","송파구","1230","송파중학교 정문","서울특별시 송파구 동남로 203송파구 가락동 195-1",10,37.49567,127.130592,"33563",3,0,2,2,3952.87412731438
"5","가락본동","송파구","1203","밀리아나2빌딩 앞","서울특별시 송파구 송파대로28길 24송파구 가락동 100-2",20,37.493729,127.120621,"27454",0,0,3,1,3594.7075490105
"6","가락본동","송파구","1201","가락시장역 3번 출구","서울특별시 송파구 송파대로 지하 257송파구 가락동 214-3",10,37.493179,127.118546,"27454",0,2,4,1,3559.2666208292
"7","가리봉동","구로구","1924","삼부르네상스파크빌","서울특별시 구로구 남부순환로 1299구로구 가리봉동 127-30",10,37.478741,126.895096,"19330",2,0,6,4,4930.22423377095
"8","가산동","금천구","1805","서울디지털운동장 앞","서울특별시 금천구 가산디지털2로 151가산동 459-16",10,37.482288,126.877769,"23893",0,0,4,6,5447.31459383016
"9","가산동","금천구","1812","갑을그레이트밸리 앞","서울특별시 금천구 디지털로9길 32가산동 60-35",10,37.479031,126.887299,"23893",0,0,4,5,5231.81695127999
"10","가산동","금천구","1814","두산위브아파트 옆 상가건물 앞","서울특별시 금천구 가산로 99가산동 153-16",8,37.47422,126.894127,"23893",1,0,8,2,5424.05692006447
"11","가산동","금천구","1849","대륭포스트타워5차","서울특별시 금천구 디지털로9길 68대륭포스트타워5차",10,37.481354,126.88694,"23893",0,0,5,4,5032.18761225346
"12","가산동","금천구","1804","독산역 2번출구 자전거주차장","서울특별시 금천구 벚꽃로 115가산동 680-2 독산역 2번출구 뒤편 자전거 주차장",10,37.46653,126.888718,"23893",1,1,7,1,6400.58538224351
"13","가산동","금천구","1835","STX V타워","서울특별시 금천구 가산디지털1로 128가산동 371-37",10,37.47707,126.88443,"23893",0,0,5,5,5552.24587454292
"14","가산동","금천구","1834","월드메르디앙 벤처센터 2차","서울특별시 금천구 가산디지털2로 123가산동 450-2",15,37.479084,126.879044,"23893",0,0,7,5,5648.20062564474
"15","가산동","금천구","1839","수출의 다리 아래","서울특별시 가산동 60-35수출의 다리 아래",20,37.477058,126.885185,"23893",0,0,5,5,5517.24607469477
"16","가산동","금천구","1809","LG전자 별관동(호서대 벤처타워 맞은편)","서울특별시 금천구 가산디지털1로 63가산동 319-11",10,37.470779,126.885155,"23893",0,0,7,3,6119.59483765572
"17","가산동","금천구","1841","가산동 주민센터","서울특별시 가산동 144-3가산동 주민센터",10,37.476952,126.891869,"23893",0,0,9,3,5234.2944062433
"18","가산동","금천구","1851","가산디지털단지 7번출구","서울특별시 금천구 벚꽃로 309가산디지털단지 7번출구",10,37.481232,126.881485,"23893",0,2,4,6,5326.91537633707
"19","가산동","금천구","1806","에이스하이엔드타워9차 앞","서울특별시 금천구 가산디지털1로 233가산동 602-3",10,37.486214,126.878639,"23893",0,0,3,4,5074.95607831205
"20","가산동","금천구","1808","에이스하이엔드타워8차 앞","서울특별시 금천구 가산디지털1로 84가산동 345-5",20,37.473209,126.884941,"23893",0,0,6,3,5894.02064966389
"21","가산동","금천구","1840","솔브레인이엔지 뒤편","서울특별시 가산동 219-18솔브레인이엔지 뒤편",20,37.475101,126.888069,"23893",0,0,8,4,5573.98941494773
"22","가산동","금천구","1848","벽산 디지털밸리 5차","서울특별시 금천구 가산동 60-73 벽산 디지털밸리 5차",10,37.476276,126.885391,"23893",0,0,5,5,5581.23548562374
"23","가산동","금천구","1850","코오롱테크노밸리","서울특별시 금천구 디지털로9길 56코오롱테크노밸리",10,37.48016,126.886368,"23893",0,0,4,5,5170.77291884826
"24","가양1동","강서구","1191","마곡역 교차로(NH농협)","서울특별시 강서구 마곡중앙로 76힐스테이트에코마곡역",9,37.560242,126.827164,"23397",0,0,1,0,2138.21017500434
"25","가양1동","강서구","1195","코오롱one&only타워","서울특별시 강서구 마곡동로 110코오롱글로벌㈜",20,37.564129,126.834312,"23397",0,0,3,2,1400.8673502458
"26","가양1동","강서구","1114","서남물재생센터 버스정류장","서울특별시 강서구 양천로 200강서구 마곡동 223-6",15,37.572781,126.826279,"23397",0,0,1,4,1463.65476376976
"27","가양1동","강서구","1196","서울식물원(문화센터) 건너편","서울특별시 강서구 마곡동로 161서울식물원(문화센터) 건너편",15,37.568241,126.835831,"23397",0,0,3,4,966.859093174214
"28","가양1동","강서구","1113","서남환경공원 버스정류장","서울특별시 강서구 양천로 201강서구 마곡동 222-30",15,37.573093,126.822899,"23397",0,0,1,3,1341.87210039393
"29","가양1동","강서구","1188","롯데중앙연구소","서울특별시 강서구 마곡중앙로 201롯데중앙연구소",8,37.571381,126.828339,"23397",0,0,3,3,1395.53177542874
"30","가양1동","강서구","1194","센서텍㈜","서울특별시 강서구 마곡중앙8로3길 21케이티엔에프빌딩 인근",10,37.563301,126.836823,"23397",0,0,4,1,1363.63279109696
"31","가양1동","강서구","1153","발산역 2번출구","서울특별시 강서구 공항대로 281발산역 4번출구",10,37.55891,126.838097,"23397",0,1,5,4,1685.97164191023
"32","가양1동","강서구","1160","양천향교역 7번출구앞","서울특별시 강서구 양천로 지하 341양천향교역 7번출구 앞",20,37.56768,126.840897,"23397",0,1,6,5,773.829419120544
"33","가양1동","강서구","1159","서서울모터리움앞","서울특별시 강서구 양천로53길 30서서울모터리움앞",20,37.565853,126.846596,"23397",1,0,6,2,612.112954127567
"34","가양1동","강서구","1112","마곡엠밸리4단지 정문","서울특별시 강서구 마곡서로 175강서구 마곡동 754-6",15,37.568577,126.824776,"23397",0,0,1,3,1788.23213711921
"35","가양1동","강서구","1197","엘펠리체 호텔 건너편","서울특별시 강서구 강서로 247엘펠리체 호텔 건너편",20,37.560429,126.835403,"23397",0,0,4,1,1705.90951470657
"36","가양1동","강서구","1198","LG 사이언스파크","서울특별시 강서구 마곡중앙10로 10LG 사이언스파크",20,37.56255,126.827438,"23397",0,0,2,0,1940.63319520753
"37","가양2동","강서구","1155","기쁜우리복지관","서울특별시 강서구 가양동 1458-15 기쁜우리복지관",10,37.56926,126.848419,"16502",3,0,6,3,317.197032395981
"38","가양2동","강서구","1120","대림경동아파트앞","서울특별시 강서구 허준로 121강서구 가양동 1475-2",10,37.565189,126.853996,"16502",2,0,5,1,488.597860724787
"39","가양3동","강서구","1122","황금내근린공원","서울특별시 강서구 허준로 221-40강서구 가양동 1485-5",10,37.561932,126.863869,"17181",2,0,2,2,1045.56315436874
"40","가양3동","강서구","1121","가양레포츠센터앞","서울특별시 강서구 양천로61길 101강서구 가양동 1484-5",15,37.559479,126.86438,"17181",2,0,2,2,1165.92437741191
"41","가양3동","강서구","1172","가양3동 주민센터","서울특별시 강서구 허준로 202가양3동 주민센터",8,37.561249,126.86058,"17181",3,0,2,2,1171.34044608431
"42","가회동","종로구","354","포르투갈 대사관 앞","서울특별시 종로구 창덕궁1길 3포르투갈 대사관 앞",10,37.579155,126.98896,"4917",0,0,187,68,5055.26470773056
"43","가회동","종로구","352","중앙고입구 삼거리","서울특별시 종로구 창덕궁길 191중앙고입구 삼거리",15,37.583416,126.985237,"4917",2,0,114,62,5631.78452563371
"44","가회동","종로구","353","재동초교 앞 삼거리","서울특별시 종로구 재동 19재동초교 앞 삼거리",8,37.579388,126.984947,"4917",2,0,179,70,5274.47642967349
"45","갈현1동","은평구","951","연신내역 6번출구옆","서울특별시 갈현동 389-15 연신내역 6번출구옆",15,37.619305,126.920593,"24437",0,2,1,2,6969.11358987245
"46","갈현2동","은평구","908","구산역 4번출구","서울특별시 은평구 갈현동 536-8구산역 4번출구",10,37.613186,126.917351,"28845",1,0,2,1,6236.62921385352
"47","강일동","강동구","1023","한국종합기술사옥 앞","서울특별시 강동구 상일동 504 상일동 삼성엔지니어링 앞",15,37.549999,127.17469,"32745",0,0,1,0,2798.979709227
"48","강일동","강동구","1056","강일리엔파크 7~11단지","서울특별시 강동구 아리수로98길 25강일리엔파크 7~11단지",10,37.563332,127.179092,"32745",4,0,1,1,2119.59234714572
"49","강일동","강동구","1057","능골근린공원","서울특별시 강동구 상일로12길 60능골근린공원",15,37.55579,127.173813,"32745",2,0,0,0,2262.10512021953
"50","강일동","강동구","1042","강일 25단지 사이","서울특별시 강일동 63-20강일 2.5단지 사이",10,37.568562,127.177002,"32745",1,0,0,1,1766.23320012239
"51","강일동","강동구","1038","강일 다솜 어린이 공원","서울특별시 강일동 333-2강일 다솜 어린이 공원",10,37.568668,127.174797,"32745",1,0,0,1,1572.75747252751
"52","강일동","강동구","1037","강일 6단지","서울특별시 강일동 448-2강일 6단지",10,37.562588,127.177612,"32745",2,0,0,1,2040.00486953517
"53","강일동","강동구","1049","강일동 10단지 아파트","서울특별시 강동구 고덕로97길 20강일동 10단지 아파트",10,37.56118,127.180267,"32745",2,0,0,0,2320.82696285073
"54","강일동","강동구","1016","해뜨는 주유소옆 리엔파크 109동앞","서울특별시 강동구 상일로 152강일동 607-14",10,37.559399,127.171158,"32745",0,0,0,0,1805.67690237948
"55","강일동","강동구","1021","강일동 리슈빌 빌딩앞","서울특별시 강동구 아리수로 419강일동 306-7",15,37.564301,127.17395,"32745",0,0,0,0,1665.0945295376
"56","개봉1동","구로구","1933","개봉푸르지오아파트 상가","서울특별시 구로구 남부순환로 775구로구 개봉동 92-1",10,37.501583,126.84687,"34778",0,0,5,3,6272.37572182599
"57","개봉1동","구로구","1967","참새공원(백곡경노당)","서울특별시 구로구 고척로21길 85참새공원(백곡경노당)",10,37.505138,126.844337,"34778",1,0,1,4,6085.85609024846
"58","개봉1동","구로구","1968","동인오피스텔 건너편 소공원","서울특별시 구로구 고척로22길 64동인오피스텔 건너편 소공원",12,37.498482,126.847504,"34778",0,0,6,2,6509.86238768451
"59","개봉1동","구로구","1966","한마을아파트 정문상가","서울특별시 구로구 경인로 382한마을아파트 정문상가",10,37.496498,126.863098,"34778",2,0,3,2,5509.23570954293
"60","개봉1동","구로구","1931","개봉역(북측광장)","서울특별시 구로구 경인로40길 47구로구 개봉동 416-99",10,37.494995,126.858253,"34778",0,1,3,1,5966.730183138
"61","개봉1동","구로구","1930","개봉지구대 개봉치안센터","서울특별시 구로구 경인로 293구로구 개봉동 139-4",7,37.497684,126.853729,"34778",2,0,7,2,6174.92456184933
"62","개봉2동","구로구","1936","개봉역 1번 출구 자전거보관서쪽","서울특별시 구로구 경인로40길 47구로구 개봉동 202-42",10,37.494282,126.859215,"33546",0,1,3,2,5927.01394448737
"63","개봉2동","구로구","1987","개봉아이파크아파트 앞","서울특별시 구로구 개봉로2길 133-15개봉아이파크아파트 앞",15,37.490341,126.860931,"33546",1,0,3,2,6012.72649409642
"64","개봉3동","구로구","1937","한진아파트 입구","서울특별시 구로구 개봉로3길 87구로구 개봉동 375-4",15,37.486061,126.852013,"21773",1,0,2,4,6933.26747259164
"65","개포1동","강남구","2395","개포1단지아파트 입구 (보도육교)","서울특별시 강남구 개포로 310개포1단지아파트 입구 (보도육교)",10,37.47929,127.055733,"20285",0,0,8,5,4573.98601869673
"66","개포1동","강남구","2358","구룡초사거리 (현대아파트10동 앞 )","서울특별시 강남구 개포로 30310동 앞",10,37.481384,127.053917,"20285",1,0,10,5,4419.74096274097
"67","개포1동","강남구","2391","구룡마을 입구(개포1단지아파트)","서울특별시 강남구 양재대로 478구룡마을 입구(개포1단지아파트)",10,37.479328,127.064278,"20285",1,0,2,1,4356.15129749486
"68","개포2동","강남구","2390","구룡마을 입구 (래미안블레스티지 아파트)","서울특별시 강남구 양재대로 478구룡마을 입구 (래미안블레스티지 아파트)",10,37.479568,127.064774,"27957",1,0,2,1,4320.99494670483
"69","개포2동","강남구","2389","경기여자고등학교 후문 (삼성로3길 입구)","서울특별시 강남구 개포로 지하 420경기여자고등학교 후문 (삼성로3길 입구)",15,37.48616,127.067238,"27957",3,0,3,3,3558.97513312068
"70","개포2동","강남구","2373","개포동역 사거리","서울특별시 강남구 개포동 181-3개포동역 사거리",20,37.489277,127.065575,"27957",2,1,9,4,3251.48238616723
"71","개포2동","강남구","2337","대모산입구역 2번출구 앞","서울특별시 강남구 영동대로 101대모산입구역 2번출구 앞",15,37.492077,127.071976,"27957",2,1,8,5,2849.55749680576
"72","개포2동","강남구","2403","공무원연금매점 교차로 (개포주공9단지 입구)","서울특별시 강남구 영동대로4길 10공무원연금매점 교차로 (개포주공9단지 입구)",15,37.48872,127.074539,"27957",1,0,9,5,3213.60363935652
"73","개포4동","강남구","2392","구룡산 입구 (구룡산 서울둘레길 입구)","서울특별시 강남구 양재대로 379구룡산 입구 (구룡산 서울둘레길 입구)",15,37.474579,127.05545,"21340",1,0,5,3,5075.37804486557
"74","개포4동","강남구","2339","현대아파트 정문 앞","서울특별시 강남구 언주로 107현대아파트 정문 앞",10,37.483261,127.052299,"21340",1,0,10,5,4292.24118792124
"75","개포4동","강남구","2359","국립국악중,고교 정문 맞은편","서울특별시 강남구 논현로10길 29국립국악중,고교 정문 맞은편",10,37.475605,127.050377,"21340",3,0,12,6,5134.67673675411
"76","개포4동","강남구","2394","래미안강남포레스트 입구 (보도육교)","서울특별시 강남구 언주로 21래미안강남포레스트 입구 (보도육교)",10,37.479092,127.055397,"21340",0,0,8,4,4605.22067741816
"77","개포4동","강남구","2393","구룡사 앞 교차로 (보도육교)","서울특별시 강남구 논현로2길 6구룡사 앞 교차로 (보도육교)",10,37.472,127.051338,"21340",0,0,8,4,5471.14859138762
"78","개포4동","강남구","2340","삼호물산버스정류장(23370) 옆","서울특별시 강남구 논현로 82삼호물산버스정류장(23370) 옆",15,37.477509,127.045174,"21340",0,0,16,8,5154.92541257919
"79","거여1동","송파구","1228","마천사거리","서울특별시 송파구 거마로 51송파구 거여동 133-60",10,37.4977,127.146202,"14502",0,0,2,3,4782.14961272139
"80","거여1동","송파구","1227","거여역 8번출구 뒤","서울특별시 송파구 오금로 지하 499송파구 거여동 20-14",10,37.493126,127.143822,"14502",1,1,2,3,5002.9989787011
"81","거여1동","송파구","2616","거여동 사거리","서울특별시 송파구 문정로 196거여동 사거리",20,37.496078,127.140106,"14502",3,0,2,4,4541.19434497274
"82","거여1동","송파구","1229","송파체육문화회관 앞","서울특별시 송파구 양산로 15송파구 거여동 289-9",15,37.490688,127.143127,"14502",1,0,2,2,5133.08279913926
"83","거여2동","송파구","1204","거여역 3번출구","서울특별시 송파구 오금로 지하 4993번출구",10,37.493343,127.14473,"24512",1,1,2,3,5050.33547111224
"84","고덕1동","강동구","1034","고덕동 래미안 힐스테이트","서울특별시 고덕동 603고덕동 래미안 힐스테이트",15,37.561909,127.150749,"15960",0,0,1,3,969.476983856685
"85","고덕1동","강동구","1041","묘곡초등학교","서울특별시 고덕동 499-2묘곡초등학교",10,37.559196,127.153297,"15960",1,0,5,4,1199.20881066691
"86","고덕2동","강동구","1052","리싸이클시티","서울특별시 강동구 동남로 930리싸이클시티",10,37.556469,127.156822,"9029",0,0,4,3,1497.0521083172
"87","고덕2동","강동구","1040","강일동 에너지 마루","서울특별시 고덕동 375강일동 에너지 마루",10,37.5672,127.16346,"9029",0,0,0,2,712.326149789315
"88","고덕2동","강동구","1054","말우물 어린이 공원","서울특별시 강동구 상일로21길 14-7말우물 어린이 공원",10,37.560009,127.169579,"9029",1,0,0,0,1662.27925415151
"89","고덕2동","강동구","1039","고덕초등학교","서울특별시 고덕동 215고덕초등학교",7,37.561279,127.167801,"9029",1,0,0,0,1453.02452201301
"90","고덕2동","강동구","1053","동명근린공원 진입로 (아리수로)","서울특별시 강동구 아리수로 324동명근린공원 진입로 (아리수로)",8,37.562538,127.164528,"9029",1,0,0,1,1155.94920848076
"91","고척1동","구로구","1928","고척스카이돔구장 광장","서울특별시 구로구 경인로 430구로구 고척동 63-5",10,37.49947,126.868401,"25112",1,0,1,3,4942.62382553107
"92","고척1동","구로구","1964","원메디타운 앞","서울특별시 구로구 경인로 403원메디타운 앞",10,37.49789,126.864502,"25112",3,0,3,3,5329.218551157
"93","고척1동","구로구","1965","삼환로즈빌아파트 105동 옆","서울특별시 구로구 경인로 343삼환로즈빌아파트 105동 옆",15,37.497231,126.859192,"25112",0,0,2,2,5776.44700342918
"94","고척1동","구로구","1925","동양미래대학교 정문 옆","서울특별시 구로구 경인로 445구로구 고척동 63-3",20,37.499889,126.867699,"25112",1,0,1,4,4978.49663863172
"95","고척2동","구로구","1929","고척근린공원 고척도서관 앞","서울특별시 구로구 고척로45길 31구로구 고척동 산 9-14",10,37.505135,126.85276,"29730",1,0,1,6,5639.35138339179
"96","고척2동","구로구","1988","고척LIGA아파트 앞","서울특별시 구로구 중앙로 100고척LIGA아파트 앞",20,37.50605,126.860786,"29730",0,0,3,7,5133.29579663739
"97","공덕동","마포구","144","공덕역 8번출구","서울특별시 마포구 공덕동 438-5공덕역 8번출구",10,37.543579,126.951324,"37069",0,4,10,9,1042.24982067594
"98","공덕동","마포구","157","애오개역 4번출구 앞","서울특별시 마포구 아현동 607-1애오개역 4번출구 앞",12,37.553001,126.956688,"37069",0,1,9,5,2093.51558909054
"99","공덕동","마포구","145","공덕역 5번출구","서울특별시 마포구 공덕동 237-9공덕역 5번출구",9,37.54425,126.951637,"37069",1,2,10,9,1105.53759740828
"100","공덕동","마포구","156","서울서부지방법원 앞","서울특별시 마포구 공덕동 105-11서울서부지방법원 앞",10,37.549904,126.955147,"37069",0,0,13,7,1747.83984532205
"101","공릉1동","노원구","1608","공릉역 1번 출구 앞","서울특별시 노원구 동일로 지하 1074노원구 공릉동 385-4",10,37.626614,127.072754,"39152",1,1,4,4,8590.48758348609
"102","공릉1동","노원구","1684","태릉입구역 5번출구","서울특별시 노원구 동일로 986태릉입구역 5번출구와 6번출구 사이",20,37.61832,127.07563,"39152",1,2,2,5,7704.41944069109
"103","공릉1동","노원구","1655","공릉1단지아파트","서울특별시 동일로 1127공릉1단지아파트",15,37.631111,127.07016,"39152",2,0,8,0,9129.86130043675
"104","공릉1동","노원구","1643","태릉입구역 8번출구","서울특별시 노원구 공릉동 687-6태릉입구역 8번출구",10,37.617367,127.075211,"39152",1,2,2,5,7645.71515746032
"105","공릉1동","노원구","1606","태릉입구역 3번출구","서울특별시 노원구 동일로 지하 992-1노원구 공릉동 616-4",10,37.619171,127.074928,"39152",1,1,2,5,7817.01581887311
"106","공릉2동","노원구","1646","삼육대 입구","서울특별시 노원구 공릉동 26-43삼육대 입구",20,37.638489,127.107903,"46767",2,0,2,3,8434.63600602128
"107","공릉2동","노원구","1680","삼육대 제3과학관","서울특별시 노원구 화랑로 653삼육대 후문 삼거리",10,37.642654,127.108383,"46767",4,0,2,4,8874.64953890188
"108","공릉2동","노원구","1611","과기대 입구(우)","서울특별시 노원구 공릉로 232노원구 공릉동 436-4",20,37.62994,127.076553,"46767",2,0,5,1,8701.34178915608
"109","공릉2동","노원구","1677","육군사관학교  앞","서울특별시 노원구 화랑로 570육군사관학교 앞",10,37.623165,127.0905,"46767",0,0,4,1,7413.27456948632
"110","공릉2동","노원구","1679","삼육대 도서관","서울특별시 노원구 화랑로 815삼육대 도서관",15,37.64283,127.106667,"46767",2,0,2,4,8929.80673630682
"111","공릉2동","노원구","1610","화랑대역 2번출구 앞","서울특별시 노원구 화랑로 지하 510노원구 공릉동 280-12",20,37.620369,127.083641,"46767",4,1,2,5,7468.91903592137
"112","공릉2동","노원구","1642","서울여대 남문","서울특별시 노원구 화랑로51길 38서울여대 남문",7,37.625435,127.088493,"46767",2,0,5,1,7720.30580795129
"113","공항동","강서구","1109","공항시장역 4번출구","서울특별시 강서구 방화동로 지하 30강서구 공항동 산20-2",6,37.563347,126.810486,"20217",1,1,4,2,2537.97573132241
"114","공항동","강서구","1168","마곡엠밸리10단지 앞","서울특별시 강서구 마곡중앙1로 72마곡엠밸리10단지 앞",10,37.560226,126.819069,"20217",1,0,2,1,2678.86536627674
"115","공항동","강서구","1184","마곡13단지","서울특별시 강서구 방화대로7길 6마곡13단지",15,37.55645,126.815979,"20217",1,0,1,0,3150.80279089958
"116","공항동","강서구","1186","송정중학교","서울특별시 강서구 방화대로5길 7송정중학교",10,37.554729,126.816093,"20217",1,0,1,0,3267.22931958571
"117","공항동","강서구","1150","송정역 1번출구","서울특별시 강서구 공항대로3길 18송정역 1번출구",10,37.56155,126.810478,"20217",1,1,3,2,2728.10712108117
"118","공항동","강서구","1190","마곡역 교차로(2번출구)","서울특별시 강서구 공항대로 지하 163마곡역 교차로(2번출구)",10,37.560501,126.826653,"20217",0,1,1,0,2148.64539034737
"119","공항동","강서구","1110","공항중학교앞","서울특별시 강서구 방화대로 241공항중학교 앞",10,37.562683,126.816238,"20217",1,0,2,1,2494.02960184553
"120","공항동","강서구","1151","마곡역1번출구","서울특별시 강서구 마곡동 727-716마곡역2번출구",25,37.560234,126.823471,"20217",1,1,1,0,2373.5531055904
"121","광장동","광진구","577","광진청소년수련관","서울특별시 광진구 구천면로 2광진청소년수련관",10,37.546547,127.106133,"35634",0,0,2,6,237.117655837473
"122","광장동","광진구","3521","현대홈타운 뒷길","서울특별시 광진구 아차산로69길 29현대홈타운 뒷길",10,37.543427,127.096619,"35634",2,0,3,1,736.555764386531
"123","광장동","광진구","544","광남중학교","서울특별시 광진구 광장동 561-15광남중학교",20,37.54073,127.102905,"35634",3,0,3,1,429.102798140592
"124","광장동","광진구","3516","구의아리수정수센터앞","서울특별시 광진구 광나루로 571구의아리수정수센터앞",10,37.543705,127.093246,"35634",0,0,5,1,926.402295705751
"125","광장동","광진구","3503","광진유진스웰","서울특별시 광진구 아차산로78길 7광진유진스웰",20,37.550488,127.108955,"35634",0,0,5,7,530.780114306407
"126","광장동","광진구","3528","광진정보도서관","서울특별시 광진구 아차산로78길 90광진정보도서관",8,37.550598,127.110512,"35634",0,0,5,7,566.975008420387
"127","광장동","광진구","576","광나루역 3번 출구","서울특별시 광진구 아차산로 552광나루역 3번 출구",10,37.54483,127.104263,"35634",0,1,2,3,396.282418974601
"128","광희동","중구","347","동대문역사문화공원역 9번출구 앞","서울특별시 중구 장충단로 지하230동대문역사문화공원역 9번출구 앞",18,37.565331,127.007843,"5594",0,3,43,21,2860.90373650598
"129","광희동","중구","346","맥스타일 앞","서울특별시 중구 마장로 3맥스타일",10,37.569183,127.00988,"5594",0,1,48,22,3130.15719580231
"130","광희동","중구","430","KEB하나은행 장충동지점","서울특별시 중구 장충단로 192KEB하나은행 장충동지점",8,37.562172,127.006264,"5594",0,0,41,16,2652.35675189426
"131","광희동","중구","380","CJ제일제당 앞","서울특별시 중구 동호로 330CJ제일제당 앞",8,37.563866,127.002747,"5594",1,0,50,18,2968.76767841354
"132","교남동","종로구","348","독립문역 사거리","서울특별시 종로구 교북동 10-1독립문역 사거리",14,37.572029,126.960785,"4620",3,0,34,7,4049.05334077714
"133","교남동","종로구","395","경희궁 자이 2단지","서울특별시 종로구 송월길 99경희궁 자이 3단지",8,37.568855,126.964561,"4620",3,0,57,13,3923.33820625436
"134","교남동","종로구","394","경희궁 자이 3단지","서울특별시 종로구 경교장길 35경희궁자이 3단지",15,37.56749,126.965919,"4620",2,0,68,16,3871.69226573145
"135","구로1동","구로구","1957","구일고등학교 정문","서울특별시 구로구 구일로 90-51구일고등학교 정문",15,37.493401,126.874329,"21878",3,0,1,4,4839.58811792252
"136","구로1동","구로구","1907","구일우성(아) 육교 밑","서울특별시 구로구 구일로2길 59구로구 구로동 685-524",12,37.489632,126.876259,"21878",0,0,3,3,4966.66231408894
"137","구로1동","구로구","1979","구로1동우체국 앞","서울특별시 구로구 구일로 64구로1동우체국 앞",10,37.492031,126.873772,"21878",2,0,1,4,4969.68939023707
"138","구로1동","구로구","1908","해원리바파크 육교 밑","서울특별시 구로구 구일로 110구로구 구로동 642-107",10,37.495285,126.872162,"21878",3,0,2,4,4880.0456533285
"139","구로1동","구로구","1994","삼성전자 물류센터 앞","서울특별시 구로구 구일로 126삼성전자 물류센터 앞",10,37.496998,126.87178,"21878",1,0,2,4,4809.25032118147
"140","구로2동","구로구","1910","낙원교회 맞은편","서울특별시 구로구 구로동로42길 43구로구 구로동 454-92",5,37.497505,126.884377,"38856",1,0,12,1,3855.58936889979
"141","구로2동","구로구","1984","구로구청","서울특별시 구로구 가마산로 245구로구청",10,37.495266,126.888474,"38856",1,0,12,2,3747.90469797321
"142","구로3동","구로구","1912","한신휴아파트 앞","서울특별시 구로구 디지털로31길 120구로구 구로동 772",10,37.4888,126.890663,"27593",0,0,8,4,4165.23019136849
"143","구로3동","구로구","1986","태평양물산빌딩","서울특별시 구로구 디지털로31길 12태평양물산IT빌딩 앞",15,37.484859,126.895187,"27593",0,0,5,6,4319.09995166116
"144","구로3동","구로구","1911","구로디지털단지역 앞","서울특별시 구로구 시흥대로 577-2구로구 구로동 1119",10,37.48494,126.901321,"27593",1,1,3,2,4077.10575324119
"145","구로3동","구로구","1955","디지털입구 교차로","서울특별시 구로구 시흥대로 551디지털입구 교차로",10,37.482883,126.901039,"27593",0,0,3,2,4296.68894190127
"146","구로3동","구로구","1962","가리봉동주민센터","서울특별시 구로구 디지털로26길 5가리봉동주민센터",15,37.481602,126.892799,"27593",1,0,4,4,4738.455602189
"147","구로4동","구로구","1914","대림역4번출구","서울특별시 구로구 도림천로 351구로구 구로동 72-9",10,37.494591,126.893921,"29712",1,1,8,2,3479.34470649645
"148","구로4동","구로구","1976","남구로역 5번 출입구 앞","서울특별시 구로구 도림로 지하 7남구로역 5번 출입구 앞",10,37.48568,126.886703,"29712",1,1,5,5,4653.14097707789
"149","구로4동","구로구","1975","대림역 1번 출입구 밑","서울특별시 구로구 도림천로 351대림역 1번 출입구 밑",10,37.49258,126.894737,"29712",0,2,7,2,3613.10441075085
"150","구로4동","구로구","1913","구로리공원","서울특별시 구로구 구로중앙로 13구로구 구로동 136-14",10,37.491032,126.892151,"29712",1,0,7,3,3887.58979346239
"151","구로4동","구로구","1958","강서수도사업소민원센터","서울특별시 구로구 가마산로 272강서수도사업소민원센터",10,37.495781,126.890121,"29712",3,0,12,2,3604.47180195195
"152","구로4동","구로구","1916","구로중학교앞","서울특별시 구로구 구로중앙로 48구로구 구로동 65",10,37.494141,126.889984,"29712",2,0,10,2,3744.98106562266
"153","구로5동","구로구","1946","구로역 광장","서울특별시 구로구 구로중앙로 174구로동 603-26",10,37.503117,126.880386,"34531",0,1,11,3,3814.39105924836
"154","구로5동","구로구","1985","구로도서관","서울특별시 구로구 공원로 15구로도서관",20,37.498516,126.891991,"34531",3,0,14,3,3273.03424560736
"155","구로5동","영등포구","281","신동아아파트 앞","서울특별시 영등포구 가마산로 315신동아아파트 앞",8,37.498241,126.893982,"34531",1,0,9,3,3170.50996963864
"156","구로5동","구로구","1961","신도림테크노근린공원","서울특별시 구로구 새말로 121-15신도림테크노근린공원",15,37.508194,126.891304,"34531",0,2,24,3,2699.00281417731
"157","구로5동","구로구","1960","화광신문사 앞","서울특별시 구로구 공원로 68화광신문사 앞",10,37.50285,126.889481,"34531",1,0,17,2,3139.63683046535
"158","구로5동","구로구","1959","구로구의회 앞","서울특별시 구로구 가마산로25길 9-24구로구의회 앞",10,37.496456,126.889587,"34531",4,0,12,2,3585.03942657246
"159","구로5동","구로구","1983","구로동롯데아파트","서울특별시 구로구 새말로 31구로동롯데아파트",10,37.502548,126.883881,"34531",0,1,17,0,3574.84212381332
